in:Orientation,in:WWR,in:Shade_Position,in:Shade_Depth,in:VT,in:Lighting_Control,out:sDA_[%],out:ASE_[%],out:Total_EUI_[kWh/m²],out:Cooling_[kWh/m²],out:Heating_[kWh/m²],img
East,55%,Top,0cm,70%,No_Lighting_Control,68.22,15.65,112.3,8.7,37.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position0_Shade_Depth0_VT3_Lighting_Control0.png
North,55%,Top,0cm,70%,No_Lighting_Control,85.7,35.37,96.4,9.5,20.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position0_Shade_Depth0_VT3_Lighting_Control0.png
West,55%,Top,0cm,70%,No_Lighting_Control,75.44,32.99,113.6,9.1,38.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position0_Shade_Depth0_VT3_Lighting_Control0.png
South,35%,Right,0cm,70%,No_Lighting_Control,50.64,0,117.6,7,44.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR0_Shade_Position1_Shade_Depth0_VT3_Lighting_Control0.png
East,35%,Right,0cm,70%,No_Lighting_Control,54.47,11.21,112.2,7.7,38.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR0_Shade_Position1_Shade_Depth0_VT3_Lighting_Control0.png
North,35%,Right,0cm,70%,No_Lighting_Control,66.4,28.12,101,8.4,26.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR0_Shade_Position1_Shade_Depth0_VT3_Lighting_Control0.png
West,35%,Right,0cm,70%,No_Lighting_Control,59.93,23.17,113.2,8,39.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR0_Shade_Position1_Shade_Depth0_VT3_Lighting_Control0.png
South,45%,Right,0cm,70%,No_Lighting_Control,57.18,0,118.9,7.3,45.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR1_Shade_Position1_Shade_Depth0_VT3_Lighting_Control0.png
East,45%,Right,0cm,70%,No_Lighting_Control,61.92,13.82,112.2,8.2,37.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position1_Shade_Depth0_VT3_Lighting_Control0.png
North,45%,Right,0cm,70%,No_Lighting_Control,74.19,31.91,98.6,9,23.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position1_Shade_Depth0_VT3_Lighting_Control0.png
West,45%,Right,0cm,70%,No_Lighting_Control,67.45,28.62,113.4,8.6,38.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position1_Shade_Depth0_VT3_Lighting_Control0.png
South,55%,Right,0cm,70%,No_Lighting_Control,63.86,0,120.1,7.7,46.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position1_Shade_Depth0_VT3_Lighting_Control0.png
East,55%,Right,0cm,70%,No_Lighting_Control,68.63,15.65,112.3,8.7,37.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position1_Shade_Depth0_VT3_Lighting_Control0.png
North,55%,Right,0cm,70%,No_Lighting_Control,84.99,35.37,96.4,9.5,20.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position1_Shade_Depth0_VT3_Lighting_Control0.png
West,55%,Right,0cm,70%,No_Lighting_Control,74.7,32.99,113.6,9.1,38.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position1_Shade_Depth0_VT3_Lighting_Control0.png
South,35%,Left,0cm,70%,No_Lighting_Control,50.68,0,117.6,7,44.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR0_Shade_Position2_Shade_Depth0_VT3_Lighting_Control0.png
East,35%,Left,0cm,70%,No_Lighting_Control,54.67,11.21,112.2,7.7,38.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR0_Shade_Position2_Shade_Depth0_VT3_Lighting_Control0.png
North,35%,Left,0cm,70%,No_Lighting_Control,66.19,28.12,101,8.4,26.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR0_Shade_Position2_Shade_Depth0_VT3_Lighting_Control0.png
West,35%,Left,0cm,70%,No_Lighting_Control,59.96,23.17,113.2,8,39.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR0_Shade_Position2_Shade_Depth0_VT3_Lighting_Control0.png
South,45%,Left,0cm,70%,No_Lighting_Control,57.35,0,118.9,7.3,45.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR1_Shade_Position2_Shade_Depth0_VT3_Lighting_Control0.png
East,45%,Left,0cm,70%,No_Lighting_Control,61.82,13.82,112.2,8.2,37.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position2_Shade_Depth0_VT3_Lighting_Control0.png
North,45%,Left,0cm,70%,No_Lighting_Control,74.22,31.91,98.6,9,23.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position2_Shade_Depth0_VT3_Lighting_Control0.png
West,45%,Left,0cm,70%,No_Lighting_Control,67.01,28.62,113.4,8.6,38.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position2_Shade_Depth0_VT3_Lighting_Control0.png
South,55%,Left,0cm,70%,No_Lighting_Control,63.96,0,120.1,7.7,46.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position2_Shade_Depth0_VT3_Lighting_Control0.png
East,55%,Left,0cm,70%,No_Lighting_Control,68.33,15.65,112.3,8.7,37.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position2_Shade_Depth0_VT3_Lighting_Control0.png
North,55%,Left,0cm,70%,No_Lighting_Control,84.89,35.37,96.4,9.5,20.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position2_Shade_Depth0_VT3_Lighting_Control0.png
West,55%,Left,0cm,70%,No_Lighting_Control,75.24,32.99,113.6,9.1,38.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position2_Shade_Depth0_VT3_Lighting_Control0.png
South,35%,Top,25cm,70%,No_Lighting_Control,48.81,0,117.8,6.9,44.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR0_Shade_Position0_Shade_Depth1_VT3_Lighting_Control0.png
East,35%,Top,25cm,70%,No_Lighting_Control,52.85,9.59,112.6,7.3,39.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR0_Shade_Position0_Shade_Depth1_VT3_Lighting_Control0.png
North,35%,Top,25cm,70%,No_Lighting_Control,64.3,25.81,102.3,8,28.2,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR0_Shade_Position0_Shade_Depth1_VT3_Lighting_Control0.png
West,35%,Top,25cm,70%,No_Lighting_Control,58.57,20.36,113.6,7.7,39.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR0_Shade_Position0_Shade_Depth1_VT3_Lighting_Control0.png
South,45%,Top,25cm,70%,No_Lighting_Control,55.49,0,119.1,7.1,45.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR1_Shade_Position0_Shade_Depth1_VT3_Lighting_Control0.png
East,45%,Top,25cm,70%,No_Lighting_Control,60.13,11.72,112.8,7.8,39,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position0_Shade_Depth1_VT3_Lighting_Control0.png
North,45%,Top,25cm,70%,No_Lighting_Control,72.29,29.98,100,8.4,25.6,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position0_Shade_Depth1_VT3_Lighting_Control0.png
West,45%,Top,25cm,70%,No_Lighting_Control,65.79,25.95,114,8.2,39.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position0_Shade_Depth1_VT3_Lighting_Control0.png
South,55%,Top,25cm,70%,No_Lighting_Control,62.06,0,120.2,7.4,46.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position0_Shade_Depth1_VT3_Lighting_Control0.png
East,55%,Top,25cm,70%,No_Lighting_Control,66.94,13.45,112.9,8.3,38.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position0_Shade_Depth1_VT3_Lighting_Control0.png
North,55%,Top,25cm,70%,No_Lighting_Control,81.64,33.54,98,8.9,23,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position0_Shade_Depth1_VT3_Lighting_Control0.png
West,55%,Top,25cm,70%,No_Lighting_Control,73.31,30.08,114.2,8.6,39.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position0_Shade_Depth1_VT3_Lighting_Control0.png
South,35%,Right,25cm,70%,No_Lighting_Control,50,0,117.7,7,44.6,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR0_Shade_Position1_Shade_Depth1_VT3_Lighting_Control0.png
East,35%,Right,25cm,70%,No_Lighting_Control,54.34,11.21,112.3,7.7,38.6,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR0_Shade_Position1_Shade_Depth1_VT3_Lighting_Control0.png
North,35%,Right,25cm,70%,No_Lighting_Control,65.75,27.44,101.4,8.3,27,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR0_Shade_Position1_Shade_Depth1_VT3_Lighting_Control0.png
West,35%,Right,25cm,70%,No_Lighting_Control,59.04,21.34,113.7,8,39.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR0_Shade_Position1_Shade_Depth1_VT3_Lighting_Control0.png
South,45%,Right,25cm,70%,No_Lighting_Control,56.78,0,118.9,7.2,45.6,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR1_Shade_Position1_Shade_Depth1_VT3_Lighting_Control0.png
East,45%,Right,25cm,70%,No_Lighting_Control,61.45,13.82,112.3,8.2,38,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position1_Shade_Depth1_VT3_Lighting_Control0.png
North,45%,Right,25cm,70%,No_Lighting_Control,73.61,31.44,99,8.9,24,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position1_Shade_Depth1_VT3_Lighting_Control0.png
West,45%,Right,25cm,70%,No_Lighting_Control,66.84,27.13,113.9,8.5,39.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position1_Shade_Depth1_VT3_Lighting_Control0.png
South,55%,Right,25cm,70%,No_Lighting_Control,62.64,0,120.1,7.6,46.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position1_Shade_Depth1_VT3_Lighting_Control0.png
East,55%,Right,25cm,70%,No_Lighting_Control,67.82,15.65,112.3,8.7,37.6,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position1_Shade_Depth1_VT3_Lighting_Control0.png
North,55%,Right,25cm,70%,No_Lighting_Control,84.93,34.89,96.8,9.4,21.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position1_Shade_Depth1_VT3_Lighting_Control0.png
West,55%,Right,25cm,70%,No_Lighting_Control,74.15,31.44,114.1,9,39,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position1_Shade_Depth1_VT3_Lighting_Control0.png
South,35%,Left,25cm,70%,No_Lighting_Control,50.17,0,117.7,7,44.6,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR0_Shade_Position2_Shade_Depth1_VT3_Lighting_Control0.png
East,35%,Left,25cm,70%,No_Lighting_Control,53.56,9.55,112.7,7.6,39.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR0_Shade_Position2_Shade_Depth1_VT3_Lighting_Control0.png
North,35%,Left,25cm,70%,No_Lighting_Control,65.35,27.44,101.4,8.3,27,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR0_Shade_Position2_Shade_Depth1_VT3_Lighting_Control0.png
West,35%,Left,25cm,70%,No_Lighting_Control,59.69,22.97,113.3,8,39.2,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR0_Shade_Position2_Shade_Depth1_VT3_Lighting_Control0.png
South,45%,Left,25cm,70%,No_Lighting_Control,57.05,0,118.9,7.2,45.6,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR1_Shade_Position2_Shade_Depth1_VT3_Lighting_Control0.png
East,45%,Left,25cm,70%,No_Lighting_Control,61.15,11.72,112.8,8.2,38.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position2_Shade_Depth1_VT3_Lighting_Control0.png
North,45%,Left,25cm,70%,No_Lighting_Control,73.85,31.57,98.9,8.9,23.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position2_Shade_Depth1_VT3_Lighting_Control0.png
West,45%,Left,25cm,70%,No_Lighting_Control,67.41,28.59,113.4,8.5,38.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position2_Shade_Depth1_VT3_Lighting_Control0.png
South,55%,Left,25cm,70%,No_Lighting_Control,63.25,0,120,7.5,46.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position2_Shade_Depth1_VT3_Lighting_Control0.png
East,55%,Left,25cm,70%,No_Lighting_Control,67.62,13.69,112.7,8.6,38,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position2_Shade_Depth1_VT3_Lighting_Control0.png
North,55%,Left,25cm,70%,No_Lighting_Control,84.62,34.96,96.9,9.4,21.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position2_Shade_Depth1_VT3_Lighting_Control0.png
West,55%,Left,25cm,70%,No_Lighting_Control,75,32.99,113.6,9.1,38.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position2_Shade_Depth1_VT3_Lighting_Control0.png
South,35%,Top,50cm,70%,No_Lighting_Control,47.46,0,117.9,6.8,45.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR0_Shade_Position0_Shade_Depth2_VT3_Lighting_Control0.png
East,35%,Top,50cm,70%,No_Lighting_Control,51.63,8.33,113.1,7.1,39.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR0_Shade_Position0_Shade_Depth2_VT3_Lighting_Control0.png
North,35%,Top,50cm,70%,No_Lighting_Control,62.47,22.9,103.8,7.4,30.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR0_Shade_Position0_Shade_Depth2_VT3_Lighting_Control0.png
West,35%,Top,50cm,70%,No_Lighting_Control,57.01,18.39,114,7.5,40.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR0_Shade_Position0_Shade_Depth2_VT3_Lighting_Control0.png
South,45%,Top,50cm,70%,No_Lighting_Control,54.3,0,119.2,7,46.2,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR1_Shade_Position0_Shade_Depth2_VT3_Lighting_Control0.png
East,45%,Top,50cm,70%,No_Lighting_Control,58.23,10.3,113.3,7.5,39.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position0_Shade_Depth2_VT3_Lighting_Control0.png
North,45%,Top,50cm,70%,No_Lighting_Control,69.85,27.81,101.5,7.6,27.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position0_Shade_Depth2_VT3_Lighting_Control0.png
West,45%,Top,50cm,70%,No_Lighting_Control,64.46,23.92,114.4,7.8,40.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position0_Shade_Depth2_VT3_Lighting_Control0.png
South,55%,Top,50cm,70%,No_Lighting_Control,60.87,0,120.4,7.2,47.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position0_Shade_Depth2_VT3_Lighting_Control0.png
East,55%,Top,50cm,70%,No_Lighting_Control,65.28,12.2,113.5,8,39.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position0_Shade_Depth2_VT3_Lighting_Control0.png
North,55%,Top,50cm,70%,No_Lighting_Control,79.1,31.74,99.3,8.1,25.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position0_Shade_Depth2_VT3_Lighting_Control0.png
West,55%,Top,50cm,70%,No_Lighting_Control,71.24,28.25,114.5,8.3,40.2,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position0_Shade_Depth2_VT3_Lighting_Control0.png
South,35%,Right,50cm,70%,No_Lighting_Control,49.56,0,117.7,7,44.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR0_Shade_Position1_Shade_Depth2_VT3_Lighting_Control0.png
East,35%,Right,50cm,70%,No_Lighting_Control,53.83,11.21,112.2,7.6,38.6,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR0_Shade_Position1_Shade_Depth2_VT3_Lighting_Control0.png
North,35%,Right,50cm,70%,No_Lighting_Control,65.51,26.96,101.8,8.3,27.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR0_Shade_Position1_Shade_Depth2_VT3_Lighting_Control0.png
West,35%,Right,50cm,70%,No_Lighting_Control,58.13,20.05,114.1,7.9,40.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR0_Shade_Position1_Shade_Depth2_VT3_Lighting_Control0.png
South,45%,Right,50cm,70%,No_Lighting_Control,56.33,0,118.9,7.2,45.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR1_Shade_Position1_Shade_Depth2_VT3_Lighting_Control0.png
East,45%,Right,50cm,70%,No_Lighting_Control,60.98,13.82,112.3,8.2,38.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position1_Shade_Depth2_VT3_Lighting_Control0.png
North,45%,Right,50cm,70%,No_Lighting_Control,73.58,31.13,99.3,8.8,24.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position1_Shade_Depth2_VT3_Lighting_Control0.png
West,45%,Right,50cm,70%,No_Lighting_Control,65.72,25.98,114.2,8.4,39.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position1_Shade_Depth2_VT3_Lighting_Control0.png
South,55%,Right,50cm,70%,No_Lighting_Control,62.74,0,120.1,7.5,46.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position1_Shade_Depth2_VT3_Lighting_Control0.png
